,sample_id,weight,area_max,d13C,se_C,d18O,se_O,pCO3,se_CO3,batch_id,notes
218,FINDEM00013,0.979,14.208,-11.25117989,0.047579512,-5.73098399,0.060146572,0.025889869,0.002512981,24-177,mandibular
219,FINDEM00066,0.945,20.874,-11.1008002,0.046933364,-6.50135594,0.0582424,0.039405194,0.003824836,24-177,maxillary
220,FINDEM00070,0.939,14.632,-11.62740285,0.049202639,-7.280379915,0.056506673,0.027798265,0.002698218,24-177,maxillary
221,FINDEM00078,0.941,15.005,-10.05584137,0.042491474,-5.492102806,0.060772235,0.028446312,0.00276112,24-177,maxillary
222,FINDEM00089,0.971,17.704,-10.38376475,0.043875594,-9.019991781,0.053411153,0.032526083,0.00315712,24-177,mandibular
223,FINDEM00091,0.983,14.373,-10.34979581,0.043731769,-7.048973668,0.057001272,0.026083959,0.00253182,24-177,maxillary
224,FINDEM00092,1.032,19.968,-9.560984347,0.04042247,-6.310227744,0.058698091,0.034517113,0.003350378,24-177,maxillary
225,FINDEM00087,0.995,19.407,-9.745758101,0.041192056,-7.203919597,0.05666808,0.034794846,0.003377336,24-177,mandibular
226,FINDEM00094,1.06,18.624,-9.345680182,0.0395305,-7.419530131,0.056218104,0.031343442,0.003042328,24-177,mandibular
227,FINDEM00024,0.998,15.25,-9.476980039,0.040073825,-7.851157799,0.055366516,0.027259563,0.002645929,24-177,maxillary
228,FINDEM00003-C,1.046,18.183,-9.946263887,0.042031194,-8.443156318,0.054309997,0.031010834,0.003010044,24-177,mandibular
229,FINDEM00022-C,1.065,20.635,-10.21780369,0.043173876,-6.274345713,0.058784901,0.034564833,0.00335501,24-177,mandibular
230,FINDEM00026-B,1.034,25.966,-9.427832438,0.039870217,-6.746157313,0.057675552,0.044798566,0.00434834,24-177,maxillary
231,FINDEM00049-B,1.039,25.323,-10.50579641,0.044393094,-6.450102738,0.058363483,0.043478965,0.004220254,24-177,maxillary
232,FINDEM00062-B,0.994,19.21,-9.527021941,0.04028142,-7.827025361,0.055412357,0.034476294,0.003346416,24-177,maxillary
233,FINDEM00063-C,0.937,17.516,-11.58713585,0.049028486,-6.681148007,0.057824215,0.033348395,0.003236937,24-177,mandibular
234,FINDEM00066-B,1.02,23.47,-11.05199102,0.046723982,-7.063670505,0.05696932,0.041048048,0.003984299,24-177,maxillary
235,FINDEM00070-D,1.025,20.641,-11.54322552,0.048838691,-7.145756722,0.056792199,0.035924147,0.003486951,24-177,mandibular
236,FINDEM00089-C,0.984,18.267,-10.17546108,0.042995238,-8.517092372,0.054187437,0.033117056,0.003214483,24-177,mandibular
237,FINDEM00091-C,1.048,22.62,-10.63524945,0.044943424,-7.458019517,0.056139476,0.038504449,0.003737406,24-177,mandibular
238,FINDEM00092-B,1.027,23.737,-9.695553202,0.04098259,-6.260575692,0.058818319,0.041232055,0.004002159,24-177,maxillary
239,FINDEM00094-B,1.037,22.486,-9.612767801,0.040637778,-7.110412316,0.056868184,0.038682367,0.003754676,24-177,maxillary
240,FINDEM00003,1.022,17.973,-10.05809157,0.042500938,-8.754317928,0.053808679,0.03137251,0.00304515,24-177,maxillary
241,FINDEM00022,1.011,19.288,-10.34037501,0.043691899,-5.947738574,0.059592945,0.034034207,0.003303505,24-177,mandibular
242,FINDEM00026,0.949,16.126,-8.982175949,0.038037196,-6.869858167,0.05739646,0.030313776,0.002942384,24-177,maxillary
243,FINDEM00030,1.093,17.311,-9.386482436,0.039699128,-6.571272753,0.058078558,0.028254107,0.002742464,24-177,maxillary
244,FINDEM00049,0.96,19.195,-10.77057619,0.045520163,-6.199337895,0.058967637,0.035669455,0.003462229,24-177,maxillary
245,FINDEM00062,0.988,17.538,-9.291935939,0.039308687,-7.754463401,0.055551473,0.031666693,0.003073704,24-177,maxillary
246,FINDEM00013,1.001,16.585,-11.13649154,0.04708658,-5.702929454,0.060219216,0.029557044,0.002868933,24-177,mandibular
247,FINDEM00066,1.036,24.871,-10.99824741,0.04649363,-6.491681265,0.058265193,0.04282655,0.004156928,24-177,maxillary
248,FINDEM00070,0.93,15.528,-11.51697494,0.048725284,-7.328910351,0.056405269,0.029785999,0.002891156,24-177,maxillary
249,FINDEM00078,1.027,17.214,-9.938270397,0.041997664,-5.520057284,0.060698193,0.029901361,0.002902354,24-177,maxillary
250,FINDEM00089,0.962,18.684,-10.31172486,0.043570695,-9.038610311,0.053384366,0.034647698,0.003363053,24-177,mandibular
251,FINDEM00091,0.982,16.432,-10.23510234,0.043246904,-6.882188426,0.057368915,0.029850976,0.002897463,24-177,maxillary
252,FINDEM00092,0.924,18.848,-9.550893999,0.04038055,-6.237093597,0.058875441,0.036389233,0.003532094,24-177,maxillary
253,FINDEM00087,1.02,24.098,-9.657433523,0.040823725,-7.922578949,0.055232097,0.042146394,0.004090909,24-177,mandibular
254,FINDEM00094,0.917,17.434,-9.354023801,0.039564967,-7.248499237,0.056573729,0.033916209,0.003292052,24-177,mandibular
255,FINDEM00024,0.952,16.201,-9.557636132,0.040408559,-7.475042204,0.056104866,0.030358791,0.002946754,24-177,maxillary
256,FINDEM00003-C,0.994,17.299,-10.06872965,0.042545686,-8.261163188,0.054620678,0.031046612,0.003013517,24-177,mandibular
257,FINDEM00022-C,0.993,19.776,-10.34620767,0.043716582,-6.047939426,0.059341653,0.03552784,0.003448484,24-177,mandibular
258,FINDEM00026-B,1.036,26.472,-9.576015973,0.040484939,-6.51179647,0.058217836,0.045583387,0.004424518,24-177,maxillary
259,FINDEM00049-B,1.074,25.607,-10.57429623,0.044684129,-6.146806476,0.059096631,0.042533783,0.00412851,24-177,maxillary
260,FINDEM00062-B,0.959,18.617,-9.621442246,0.040673873,-7.570968451,0.055911747,0.034631451,0.003361476,24-177,maxillary
261,FINDEM00063-C,1.008,18.745,-11.60350499,0.04909927,-6.47384269,0.058307296,0.033174509,0.003220059,24-177,mandibular
262,FINDEM00066-B,1.045,24.481,-11.02350333,0.046601854,-7.009920267,0.057086527,0.041791933,0.004056503,24-177,maxillary
263,FINDEM00070-D,0.967,19.666,-11.49880582,0.048646817,-7.171577364,0.056736956,0.036280157,0.003521507,24-177,mandibular
264,FINDEM00089-C,1.013,19.24,-10.16347967,0.04294472,-8.422509499,0.054344602,0.033882482,0.003288778,24-177,mandibular
265,FINDEM00091-C,1.069,24.353,-10.68086317,0.04513766,-7.505219108,0.056043764,0.040640062,0.003944698,24-177,mandibular
266,FINDEM00092-B,1.032,23.937,-9.762450288,0.041261758,-6.319242393,0.058676344,0.041378012,0.004016326,24-177,maxillary
267,FINDEM00094-B,1.054,23.706,-9.630438436,0.040711316,-7.257665377,0.056554414,0.040123357,0.003894544,24-177,maxillary
268,LAR002-A,1.036,17.957,-9.328486074,0.031806167,-6.83739302,0.044180946,0.040332366,0.003062823,240123_24-025,
269,LAR004-A,0.938,9.784,-10.01374961,0.034107395,-7.948131675,0.042424697,0.024271314,0.001843153,240123_24-025,
270,LAR005-A,1.01,14.991,-9.82555542,0.033471438,-7.437819532,0.043190465,0.034537342,0.002622751,240123_24-025,
271,LAR008-A,0.909,11.183,-9.36150232,0.031916083,-9.764039866,0.040324985,0.028626887,0.002173914,240123_24-025,
272,LAR010-A,1.009,14.159,-9.396324519,0.032032123,-5.007824927,0.047731768,0.03265285,0.002479644,240123_24-025,
273,LAR011-A,0.906,12.082,-9.193543783,0.031358023,-5.635722772,0.046429288,0.03103061,0.002356451,240123_24-025,
274,LAR012-A,1.022,14.256,-10.140812,0.034538337,-8.982474736,0.041103419,0.032458352,0.002464874,240123_24-025,
275,LAR014-A,1.03,12.668,-10.00015214,0.034061352,-7.345148991,0.043337163,0.02861874,0.002173295,240123_24-025,
276,LAR015-A,0.969,12.909,-9.833417702,0.03349795,-5.319237307,0.047075539,0.030999058,0.002354055,240123_24-025,
277,LAR018-A,1.016,13.62,-9.838576063,0.033515347,-5.631234569,0.046438303,0.031193426,0.002368816,240123_24-025,
278,LAR019-A,0.986,12.106,-8.4241652,0.028840197,-4.943754018,0.047869208,0.028569552,0.00216956,240123_24-025,
279,LAR020-A,0.974,10.949,-8.449249992,0.028921188,-6.379855002,0.044996939,0.026157436,0.001986385,240123_24-025,
280,LAR022-A,1.043,12.541,-9.2344454,0.031493669,-9.447689157,0.040616334,0.0279787,0.002124691,240123_24-025,
281,LAR023-A,1.061,15.021,-9.875644964,0.033640426,-6.910666167,0.044055086,0.032942999,0.002501678,240123_24-025,
282,LAR024-A,0.95,17.171,-10.28988785,0.035045475,-7.070329669,0.04378557,0.042058295,0.003193889,240123_24-025,
283,LAR025-A,0.992,13.869,-9.021900508,0.030790634,-7.875402808,0.042529401,0.032532179,0.00247048,240123_24-025,
284,LAR026-A,0.956,13.608,-8.775046136,0.029980124,-5.885318187,0.045934893,0.033121964,0.002515268,240123_24-025,
285,LAR027-A,0.958,14.45,-10.24611727,0.034896405,-6.911109913,0.044054328,0.035097971,0.002665325,240123_24-025,
286,LAR028-A,1.003,16.551,-8.965698176,0.030605518,-3.18539773,0.051934868,0.038397503,0.00291589,240123_24-025,
287,LAR031-A,1.039,22.871,-10.54647258,0.035922033,-3.947857801,0.050105656,0.051221145,0.003889712,240123_24-025,
288,LAR034-A,1.029,13.426,-10.37739451,0.035343908,-3.80755325,0.050435042,0.030360641,0.002305574,240123_24-025,
289,LAR035-A,0.928,14.624,-10.45568767,0.035611372,-6.248231624,0.045241038,0.0366689,0.002784621,240123_24-025,
290,LAR036-A,0.917,13.951,-9.29758361,0.031703383,-7.312424279,0.043389514,0.035401012,0.002688338,240123_24-025,
291,LAR038-A,1.057,17.056,-9.650489721,0.032882456,-6.979704791,0.043937746,0.037547573,0.002851347,240123_24-025,
292,LAR039-A,0.989,17.428,-10.39571862,0.035406468,-5.86784539,0.045969054,0.041004445,0.00311386,240123_24-025,
293,LAR040-A,1.023,14.894,-9.898436879,0.033717387,-5.467718819,0.046769698,0.033877815,0.002572667,240123_24-025,
294,LAR042-A,0.999,17.103,-9.488015245,0.032338209,-6.747197688,0.044337726,0.039836987,0.003025204,240123_24-025,
295,LAR043-A,1.009,16.766,-10.65718307,0.036301619,-5.058090752,0.047624514,0.038664996,0.002936204,240123_24-025,
296,LAR045-A,1.012,16.789,-10.33938571,0.035214216,-8.466058566,0.04172316,0.038603261,0.002931515,240123_24-025,
297,LAR046-A,0.975,15.408,-8.604887548,0.029425458,-7.735791134,0.042734565,0.036772345,0.002792476,240123_24-025,
298,LAR048-A,0.937,14.004,-8.693202823,0.029712914,-6.406068783,0.044948815,0.034777006,0.002640951,240123_24-025,
299,LAR049-A,1.032,19.786,-10.3210377,0.035151646,-7.291476227,0.043423175,0.044612646,0.003387866,240123_24-025,
300,LAR002-A,1.066,18.927,-9.287750384,0.031670696,-6.847476735,0.044163545,0.041314667,0.003137418,240123_24-025,
301,LAR004-A,1.051,16.672,-10.11225515,0.034441377,-8.053971537,0.042275011,0.036911752,0.002803063,240123_24-025,
302,LAR005-A,1.004,14.79,-9.741784459,0.033189281,-7.508409051,0.043080273,0.034277894,0.002603049,240123_24-025,
303,LAR008-A,1.015,13.316,-9.288860655,0.031674387,-9.702603798,0.040378997,0.030527231,0.002318225,240123_24-025,
304,LAR010-A,0.908,12.637,-9.394428561,0.032025802,-5.169434854,0.047388746,0.032384546,0.002459269,240123_24-025,
305,LAR011-A,1.055,14.19,-9.064771338,0.030932064,-5.644422175,0.046411827,0.031297497,0.002376719,240123_24-025,
306,LAR012-A,0.901,13.208,-10.14954985,0.034568017,-8.860250523,0.041242706,0.034110803,0.00259036,240123_24-025,
307,LAR014-A,1.089,14.282,-9.935068097,0.033841166,-7.287804487,0.043429087,0.030516929,0.002317443,240123_24-025,
308,LAR015-A,1.015,13.484,-9.744429721,0.033198182,-5.494655832,0.046714712,0.030912375,0.002347473,240123_24-025,
309,LAR018-A,1.093,15.498,-9.768267548,0.033278418,-5.581173991,0.046539151,0.032994015,0.002505552,240123_24-025,
310,LAR019-A,1.054,13.677,-8.211115022,0.028155653,-4.672045182,0.048460999,0.030194644,0.002292969,240123_24-025,
311,LAR020-A,1.062,13.703,-8.331953466,0.028543174,-6.184325588,0.045361021,0.030024157,0.002280022,240123_24-025,
312,LAR022-A,1.08,13.689,-9.210449196,0.031414068,-9.392091558,0.040670906,0.02949359,0.002239731,240123_24-025,
313,LAR023-A,0.986,14.614,-9.926929506,0.033813656,-6.772970712,0.044292719,0.034488306,0.002619027,240123_24-025,
314,LAR024-A,0.92,14.891,-10.5923185,0.036079125,-7.017511696,0.043874005,0.037663069,0.002860118,240123_24-025,
315,LAR025-A,0.991,13.493,-9.119371993,0.031112468,-7.753714775,0.042707921,0.031682142,0.002405929,240123_24-025,
316,LAR026-A,0.902,11.336,-8.713652249,0.029779607,-6.131234744,0.045461421,0.029243744,0.002220758,240123_24-025,
317,LAR027-A,1.071,16.017,-10.17159666,0.034642929,-6.95622166,0.043977523,0.03479937,0.00264265,240123_24-025,
318,LAR028-A,1.058,18.115,-8.881034288,0.030327299,-3.228116796,0.051829907,0.039841194,0.003025524,240123_24-025,
319,LAR031-A,0.937,20.987,-10.46054532,0.03562798,-4.193919747,0.049536226,0.052118325,0.003957844,240123_24-025,
320,LAR034-A,1.009,14.309,-10.08945352,0.034364003,-3.958889313,0.050079901,0.032998773,0.002505913,240123_24-025,
321,LAR035-A,1.069,18.02,-10.3091959,0.035111276,-6.341929948,0.045066852,0.03922444,0.002978688,240123_24-025,
322,LAR036-A,0.903,14.2,-9.172126006,0.03128706,-7.359572404,0.043314179,0.036591505,0.002778744,240123_24-025,
323,LAR038-A,1.032,16.923,-9.774015724,0.033297773,-7.115895591,0.043709856,0.038157273,0.002897647,240123_24-025,
324,LAR039-A,1.056,18.758,-10.33993487,0.035216089,-5.827347785,0.046048493,0.04133351,0.003138849,240123_24-025,
325,LAR040-A,1.091,17.256,-9.858832283,0.033583682,-5.421548242,0.046864304,0.036804003,0.002794881,240123_24-025,
326,LAR042-A,1.034,18.502,-9.448149274,0.032205031,-6.638447546,0.044529449,0.041636845,0.003161885,240123_24-025,
327,LAR043-A,0.976,16.823,-10.66876017,0.036341359,-5.083491261,0.047570508,0.040108212,0.003045801,240123_24-025,
328,LAR045-A,0.92,16.286,-10.3509475,0.035253656,-8.51182734,0.041664963,0.041191374,0.003128056,240123_24-025,
329,LAR046-A,1.054,17.366,-8.595043039,0.029393473,-7.546662878,0.043021121,0.038338831,0.002911435,240123_24-025,
330,LAR048-A,1.05,15.946,-8.890195802,0.030357367,-6.496546896,0.044783979,0.035338014,0.002683554,240123_24-025,
331,LAR049-A,1.07,22.093,-10.43707759,0.035547758,-7.283157361,0.043436574,0.048045265,0.003648537,240123_24-025,
